alarm_record_id,snapshot_time,severity,alarm_source_type,branch_candidate,alarm_name,first_occurred_at,last_occurred_at,alarm_age_hours,occurrence_times,down_reason,port_oper_status,clearance_status,acknowledgment_status,maintenance_status,reason_group_candidate,candidate_risk_score
alarm_00026,2026-05-04 17:57:19,CRITICAL,CA,NOR,PHYSICAL PORT DOWN,2017-12-15 00:24:08,2017-12-15 00:24:08,73505.55305555556,1.0,unknown,unknown,unknown,unknown,NORMAL,link_down,0.76
alarm_00027,2026-05-04 17:57:19,CRITICAL,CA,NOR,PHYSICAL PORT DOWN,2017-12-15 00:24:08,2017-12-15 00:24:08,73505.55305555556,1.0,unknown,unknown,unknown,unknown,NORMAL,link_down,0.76
alarm_00028,2026-05-04 17:57:19,CRITICAL,CA,NOR,PHYSICAL PORT DOWN,2017-12-15 00:24:08,2017-12-15 00:24:08,73505.55305555556,1.0,unknown,unknown,unknown,unknown,NORMAL,link_down,0.76
alarm_00029,2026-05-04 17:57:19,CRITICAL,CA,NOR,PHYSICAL PORT DOWN,2017-12-15 00:24:09,2017-12-15 00:24:09,73505.55277777778,1.0,unknown,unknown,unknown,unknown,NORMAL,link_down,0.76
alarm_00030,2026-05-04 17:57:19,CRITICAL,CA,NOR,PHYSICAL PORT DOWN,2017-12-15 00:24:09,2017-12-15 00:24:09,73505.55277777778,1.0,unknown,unknown,unknown,unknown,NORMAL,link_down,0.76
alarm_00031,2026-05-04 17:57:19,CRITICAL,CA,NOR,PHYSICAL PORT DOWN,2017-12-15 00:24:09,2017-12-15 00:24:09,73505.55277777778,1.0,unknown,unknown,unknown,unknown,NORMAL,link_down,0.76
alarm_00032,2026-05-04 17:57:19,CRITICAL,CA,NOR,PHYSICAL PORT DOWN,2017-12-15 00:24:09,2017-12-15 00:24:09,73505.55277777778,1.0,unknown,unknown,unknown,unknown,NORMAL,link_down,0.76
alarm_00033,2026-05-04 17:57:19,CRITICAL,CA,NOR,PHYSICAL PORT DOWN,2017-12-15 00:24:09,2017-12-15 00:24:09,73505.55277777778,1.0,unknown,unknown,unknown,unknown,NORMAL,link_down,0.76
alarm_00034,2026-05-04 17:57:19,CRITICAL,CA,NOR,PHYSICAL PORT DOWN,2017-12-15 00:24:09,2017-12-15 00:24:09,73505.55277777778,1.0,unknown,unknown,unknown,unknown,NORMAL,link_down,0.76
alarm_00035,2026-05-04 17:57:19,CRITICAL,CA,NOR,PHYSICAL PORT DOWN,2017-12-15 00:24:09,2017-12-15 00:24:09,73505.55277777778,1.0,unknown,unknown,unknown,unknown,NORMAL,link_down,0.76
alarm_00036,2026-05-04 17:57:19,CRITICAL,CA,NOR,PHYSICAL PORT DOWN,2017-12-15 00:24:09,2017-12-15 00:24:09,73505.55277777778,1.0,unknown,unknown,unknown,unknown,NORMAL,link_down,0.76
alarm_00037,2026-05-04 17:57:19,CRITICAL,CA,NOR,PHYSICAL PORT DOWN,2017-12-15 00:24:09,2017-12-15 00:24:09,73505.55277777778,1.0,unknown,unknown,unknown,unknown,NORMAL,link_down,0.76
alarm_00038,2026-05-04 17:57:19,CRITICAL,CA,NOR,PHYSICAL PORT DOWN,2017-12-15 00:24:09,2017-12-15 00:24:09,73505.55277777778,1.0,unknown,unknown,unknown,unknown,NORMAL,link_down,0.76
alarm_00039,2026-05-04 17:57:19,CRITICAL,CA,NOR,PHYSICAL PORT DOWN,2017-12-15 00:24:09,2017-12-15 00:24:09,73505.55277777778,1.0,unknown,unknown,unknown,unknown,NORMAL,link_down,0.76
alarm_00040,2026-05-04 17:57:19,CRITICAL,CA,NOR,PHYSICAL PORT DOWN,2017-12-15 00:24:09,2017-12-15 00:24:09,73505.55277777778,1.0,unknown,unknown,unknown,unknown,NORMAL,link_down,0.76
alarm_00041,2026-05-04 17:57:19,CRITICAL,CA,NOR,PHYSICAL PORT DOWN,2017-12-15 00:24:09,2017-12-15 00:24:09,73505.55277777778,1.0,unknown,unknown,unknown,unknown,NORMAL,link_down,0.76
alarm_00042,2026-05-04 17:57:19,CRITICAL,CA,NOR,PHYSICAL PORT DOWN,2017-12-15 00:24:09,2017-12-15 00:24:09,73505.55277777778,1.0,unknown,unknown,unknown,unknown,NORMAL,link_down,0.76
alarm_00043,2026-05-04 17:57:19,CRITICAL,CA,NOR,PHYSICAL PORT DOWN,2017-12-15 00:24:09,2017-12-15 00:24:09,73505.55277777778,1.0,unknown,unknown,unknown,unknown,NORMAL,link_down,0.76
alarm_00044,2026-05-04 17:57:19,CRITICAL,CA,NOR,PHYSICAL PORT DOWN,2017-12-15 00:24:09,2017-12-15 00:24:09,73505.55277777778,1.0,unknown,unknown,unknown,unknown,NORMAL,link_down,0.76
alarm_00045,2026-05-04 17:57:19,CRITICAL,CA,NOR,PHYSICAL PORT DOWN,2017-12-15 00:24:09,2017-12-15 00:24:09,73505.55277777778,1.0,unknown,unknown,unknown,unknown,NORMAL,link_down,0.76
alarm_00046,2026-05-04 17:57:19,CRITICAL,CA,NOR,PHYSICAL PORT DOWN,2017-12-15 00:24:09,2017-12-15 00:24:09,73505.55277777778,1.0,unknown,unknown,unknown,unknown,NORMAL,link_down,0.76
alarm_00047,2026-05-04 17:57:19,CRITICAL,CA,NOR,PHYSICAL PORT DOWN,2017-12-15 00:24:09,2017-12-15 00:24:09,73505.55277777778,1.0,unknown,unknown,unknown,unknown,NORMAL,link_down,0.76
alarm_00048,2026-05-04 17:57:19,CRITICAL,CA,NOR,PHYSICAL PORT DOWN,2017-12-15 00:24:09,2017-12-15 00:24:09,73505.55277777778,1.0,unknown,unknown,unknown,unknown,NORMAL,link_down,0.76
alarm_00049,2026-05-04 17:57:19,CRITICAL,CA,NOR,PHYSICAL PORT DOWN,2017-12-15 00:24:09,2017-12-15 00:24:09,73505.55277777778,1.0,unknown,unknown,unknown,unknown,NORMAL,link_down,0.76
alarm_00050,2026-05-04 17:57:19,CRITICAL,CA,NOR,PHYSICAL PORT DOWN,2017-12-15 00:24:09,2017-12-15 00:24:09,73505.55277777778,1.0,unknown,unknown,unknown,unknown,NORMAL,link_down,0.76
alarm_00051,2026-05-04 17:57:19,CRITICAL,CA,NOR,PHYSICAL PORT DOWN,2017-12-15 00:24:09,2017-12-15 00:24:09,73505.55277777778,1.0,unknown,unknown,unknown,unknown,NORMAL,link_down,0.76
alarm_00052,2026-05-04 17:57:19,CRITICAL,CA,NOR,PHYSICAL PORT DOWN,2017-12-15 00:24:09,2017-12-15 00:24:09,73505.55277777778,1.0,unknown,unknown,unknown,unknown,NORMAL,link_down,0.76
alarm_00053,2026-05-04 17:57:19,CRITICAL,CA,NOR,PHYSICAL PORT DOWN,2017-12-15 00:24:09,2017-12-15 00:24:09,73505.55277777778,1.0,unknown,unknown,unknown,unknown,NORMAL,link_down,0.76
alarm_00054,2026-05-04 17:57:19,CRITICAL,CA,NOR,PHYSICAL PORT DOWN,2017-12-15 00:24:09,2017-12-15 00:24:09,73505.55277777778,1.0,unknown,unknown,unknown,unknown,NORMAL,link_down,0.76
alarm_00055,2026-05-04 17:57:19,CRITICAL,CA,NOR,PHYSICAL PORT DOWN,2017-12-15 00:24:09,2017-12-15 00:24:09,73505.55277777778,1.0,unknown,unknown,unknown,unknown,NORMAL,link_down,0.76
alarm_00056,2026-05-04 17:57:19,CRITICAL,CA,NOR,PHYSICAL PORT DOWN,2017-12-15 00:24:09,2017-12-15 00:24:09,73505.55277777778,1.0,unknown,unknown,unknown,unknown,NORMAL,link_down,0.76
alarm_00057,2026-05-04 17:57:19,CRITICAL,CA,NOR,PHYSICAL PORT DOWN,2017-12-15 00:24:10,2017-12-15 00:24:10,73505.5525,1.0,unknown,unknown,unknown,unknown,NORMAL,link_down,0.76
alarm_00058,2026-05-04 17:57:19,CRITICAL,CA,NOR,PHYSICAL PORT DOWN,2017-12-15 00:45:23,2017-12-15 00:45:23,73505.19888888889,1.0,unknown,unknown,unknown,unknown,NORMAL,link_down,0.76
alarm_00059,2026-05-04 17:57:19,CRITICAL,CA,NOR,PHYSICAL PORT DOWN,2017-12-15 00:45:24,2017-12-15 00:45:24,73505.19861111112,1.0,unknown,unknown,unknown,unknown,NORMAL,link_down,0.76
alarm_00060,2026-05-04 17:57:19,CRITICAL,CA,NOR,PHYSICAL PORT DOWN,2017-12-15 00:45:25,2017-12-15 00:45:25,73505.19833333333,1.0,unknown,unknown,unknown,unknown,NORMAL,link_down,0.76
alarm_00061,2026-05-04 17:57:19,CRITICAL,CA,NOR,PHYSICAL PORT DOWN,2017-12-15 00:45:26,2017-12-15 00:45:26,73505.19805555555,1.0,unknown,unknown,unknown,unknown,NORMAL,link_down,0.76
alarm_00062,2026-05-04 17:57:19,CRITICAL,CA,NOR,PHYSICAL PORT DOWN,2017-12-15 00:45:27,2017-12-15 00:45:27,73505.19777777778,1.0,unknown,unknown,unknown,unknown,NORMAL,link_down,0.76
alarm_00063,2026-05-04 17:57:19,CRITICAL,CA,NOR,PHYSICAL PORT DOWN,2017-12-15 00:45:28,2017-12-15 00:45:28,73505.1975,1.0,unknown,unknown,unknown,unknown,NORMAL,link_down,0.76
alarm_00064,2026-05-04 17:57:19,CRITICAL,CA,NOR,PHYSICAL PORT DOWN,2017-12-15 00:45:29,2017-12-15 00:45:29,73505.19722222222,1.0,unknown,unknown,unknown,unknown,NORMAL,link_down,0.76
alarm_00065,2026-05-04 17:57:19,CRITICAL,CA,NOR,PHYSICAL PORT DOWN,2017-12-15 00:45:30,2017-12-15 00:45:30,73505.19694444444,1.0,unknown,unknown,unknown,unknown,NORMAL,link_down,0.76
alarm_00066,2026-05-04 17:57:19,CRITICAL,CA,NOR,PHYSICAL PORT DOWN,2017-12-15 00:45:31,2017-12-15 00:45:31,73505.19666666667,1.0,unknown,unknown,unknown,unknown,NORMAL,link_down,0.76
alarm_00067,2026-05-04 17:57:19,CRITICAL,CA,NOR,PHYSICAL PORT DOWN,2017-12-15 00:45:32,2017-12-15 00:45:32,73505.19638888889,1.0,unknown,unknown,unknown,unknown,NORMAL,link_down,0.76
alarm_00068,2026-05-04 17:57:19,CRITICAL,CA,NOR,PHYSICAL PORT DOWN,2017-12-15 00:45:33,2017-12-15 00:45:33,73505.19611111112,1.0,unknown,unknown,unknown,unknown,NORMAL,link_down,0.76
alarm_00069,2026-05-04 17:57:19,CRITICAL,CA,NOR,PHYSICAL PORT DOWN,2017-12-15 00:45:34,2017-12-15 00:45:34,73505.19583333333,1.0,unknown,unknown,unknown,unknown,NORMAL,link_down,0.76
alarm_00070,2026-05-04 17:57:19,CRITICAL,CA,NOR,PHYSICAL PORT DOWN,2017-12-15 00:45:36,2017-12-15 00:45:36,73505.19527777778,1.0,unknown,unknown,unknown,unknown,NORMAL,link_down,0.76
alarm_00071,2026-05-04 17:57:19,CRITICAL,CA,NOR,PHYSICAL PORT DOWN,2017-12-15 00:45:37,2017-12-15 00:45:37,73505.195,1.0,unknown,unknown,unknown,unknown,NORMAL,link_down,0.76
alarm_00072,2026-05-04 17:57:19,CRITICAL,CA,NOR,PHYSICAL PORT DOWN,2017-12-15 00:45:38,2017-12-15 00:45:38,73505.19472222222,1.0,unknown,unknown,unknown,unknown,NORMAL,link_down,0.76
alarm_00073,2026-05-04 17:57:19,CRITICAL,CA,NOR,PHYSICAL PORT DOWN,2017-12-15 00:45:39,2017-12-15 00:45:39,73505.19444444444,1.0,unknown,unknown,unknown,unknown,NORMAL,link_down,0.76
alarm_00074,2026-05-04 17:57:19,CRITICAL,CA,NOR,PHYSICAL PORT DOWN,2017-12-15 00:45:40,2017-12-15 00:45:40,73505.19416666667,1.0,unknown,unknown,unknown,unknown,NORMAL,link_down,0.76
alarm_00075,2026-05-04 17:57:19,CRITICAL,CA,NOR,PHYSICAL PORT DOWN,2017-12-15 02:22:10,2017-12-15 02:22:10,73503.58583333333,1.0,unknown,unknown,unknown,unknown,NORMAL,link_down,0.76
alarm_00076,2026-05-04 17:57:19,CRITICAL,CA,NOR,PHYSICAL PORT DOWN,2017-12-15 02:22:11,2017-12-15 02:22:11,73503.58555555556,1.0,unknown,unknown,unknown,unknown,NORMAL,link_down,0.76
alarm_00077,2026-05-04 17:57:19,CRITICAL,CA,NOR,PHYSICAL PORT DOWN,2017-12-15 02:22:12,2017-12-15 02:22:12,73503.58527777778,1.0,unknown,unknown,unknown,unknown,NORMAL,link_down,0.76
alarm_00078,2026-05-04 17:57:19,CRITICAL,CA,NOR,PHYSICAL PORT DOWN,2017-12-15 02:22:13,2017-12-15 02:22:13,73503.585,1.0,unknown,unknown,unknown,unknown,NORMAL,link_down,0.76
alarm_00079,2026-05-04 17:57:19,CRITICAL,CA,NOR,PHYSICAL PORT DOWN,2017-12-15 02:22:14,2017-12-15 02:22:14,73503.58472222222,1.0,unknown,unknown,unknown,unknown,NORMAL,link_down,0.76
alarm_00080,2026-05-04 17:57:19,CRITICAL,CA,NOR,PHYSICAL PORT DOWN,2017-12-15 02:22:15,2017-12-15 02:22:15,73503.58444444444,1.0,unknown,unknown,unknown,unknown,NORMAL,link_down,0.76
alarm_00081,2026-05-04 17:57:19,CRITICAL,CA,NOR,PHYSICAL PORT DOWN,2017-12-15 02:22:16,2017-12-15 02:22:16,73503.58416666667,1.0,unknown,unknown,unknown,unknown,NORMAL,link_down,0.76
alarm_00082,2026-05-04 17:57:19,CRITICAL,CA,NOR,PHYSICAL PORT DOWN,2017-12-15 02:22:17,2017-12-15 02:22:17,73503.58388888888,1.0,unknown,unknown,unknown,unknown,NORMAL,link_down,0.76
alarm_00083,2026-05-04 17:57:19,CRITICAL,CA,NOR,PHYSICAL PORT DOWN,2017-12-15 02:22:18,2017-12-15 02:22:18,73503.58361111111,1.0,unknown,unknown,unknown,unknown,NORMAL,link_down,0.76
alarm_00084,2026-05-04 17:57:19,CRITICAL,CA,NOR,PHYSICAL PORT DOWN,2017-12-15 02:22:19,2017-12-15 02:22:19,73503.58333333333,1.0,unknown,unknown,unknown,unknown,NORMAL,link_down,0.76
alarm_00085,2026-05-04 17:57:19,CRITICAL,CA,NOR,PHYSICAL PORT DOWN,2017-12-15 02:22:20,2017-12-15 02:22:20,73503.58305555556,1.0,unknown,unknown,unknown,unknown,NORMAL,link_down,0.76
alarm_00086,2026-05-04 17:57:19,CRITICAL,CA,NOR,PHYSICAL PORT DOWN,2017-12-15 02:22:21,2017-12-15 02:22:21,73503.58277777777,1.0,unknown,unknown,unknown,unknown,NORMAL,link_down,0.76
alarm_00087,2026-05-04 17:57:19,CRITICAL,CA,NOR,PHYSICAL PORT DOWN,2017-12-15 02:22:22,2017-12-15 02:22:22,73503.5825,1.0,unknown,unknown,unknown,unknown,NORMAL,link_down,0.76
alarm_00088,2026-05-04 17:57:19,CRITICAL,CA,NOR,PHYSICAL PORT DOWN,2017-12-15 02:22:23,2017-12-15 02:22:23,73503.58222222222,1.0,unknown,unknown,unknown,unknown,NORMAL,link_down,0.76
alarm_00089,2026-05-04 17:57:19,CRITICAL,CA,NOR,PHYSICAL PORT DOWN,2017-12-15 02:22:24,2017-12-15 02:22:24,73503.58194444445,1.0,unknown,unknown,unknown,unknown,NORMAL,link_down,0.76
alarm_00090,2026-05-04 17:57:19,CRITICAL,CA,NOR,PHYSICAL PORT DOWN,2017-12-15 02:22:25,2017-12-15 02:22:25,73503.58166666667,1.0,unknown,unknown,unknown,unknown,NORMAL,link_down,0.76
alarm_00091,2026-05-04 17:57:19,CRITICAL,CA,NOR,PHYSICAL PORT DOWN,2017-12-15 02:22:26,2017-12-15 02:22:26,73503.5813888889,1.0,unknown,unknown,unknown,unknown,NORMAL,link_down,0.76
alarm_00092,2026-05-04 17:57:19,CRITICAL,CA,SOU,PHYSICAL PORT DOWN,2017-12-15 04:27:09,2017-12-15 04:27:09,73501.50277777777,1.0,unknown,unknown,unknown,unknown,NORMAL,link_down,0.76
alarm_00093,2026-05-04 17:57:19,CRITICAL,CA,NOR,PHYSICAL PORT DOWN,2017-12-19 00:06:40,2017-12-19 00:06:40,73409.84416666666,1.0,unknown,unknown,unknown,unknown,NORMAL,link_down,0.76
alarm_00094,2026-05-04 17:57:19,CRITICAL,CA,NOR,PHYSICAL PORT DOWN,2017-12-19 00:06:40,2017-12-19 00:06:40,73409.84416666666,1.0,unknown,unknown,unknown,unknown,NORMAL,link_down,0.76
alarm_00095,2026-05-04 17:57:19,CRITICAL,CA,NOR,PHYSICAL PORT DOWN,2017-12-19 00:06:40,2017-12-19 00:06:40,73409.84416666666,1.0,unknown,unknown,unknown,unknown,NORMAL,link_down,0.76
alarm_00096,2026-05-04 17:57:19,CRITICAL,CA,NOR,PHYSICAL PORT DOWN,2017-12-19 00:06:40,2017-12-19 00:06:40,73409.84416666666,1.0,unknown,unknown,unknown,unknown,NORMAL,link_down,0.76
alarm_00097,2026-05-04 17:57:19,CRITICAL,CA,NOR,PHYSICAL PORT DOWN,2017-12-19 00:06:40,2017-12-19 00:06:40,73409.84416666666,1.0,unknown,unknown,unknown,unknown,NORMAL,link_down,0.76
alarm_00098,2026-05-04 17:57:19,CRITICAL,CA,NOR,PHYSICAL PORT DOWN,2017-12-19 00:06:40,2017-12-19 00:06:40,73409.84416666666,1.0,unknown,unknown,unknown,unknown,NORMAL,link_down,0.76
alarm_00099,2026-05-04 17:57:19,CRITICAL,CA,NOR,PHYSICAL PORT DOWN,2017-12-19 00:06:40,2017-12-19 00:06:40,73409.84416666666,1.0,unknown,unknown,unknown,unknown,NORMAL,link_down,0.76
alarm_00100,2026-05-04 17:57:19,CRITICAL,CA,NOR,PHYSICAL PORT DOWN,2017-12-19 00:06:40,2017-12-19 00:06:40,73409.84416666666,1.0,unknown,unknown,unknown,unknown,NORMAL,link_down,0.76
alarm_00101,2026-05-04 17:57:19,CRITICAL,CA,NOR,PHYSICAL PORT DOWN,2017-12-19 00:06:40,2017-12-19 00:06:40,73409.84416666666,1.0,unknown,unknown,unknown,unknown,NORMAL,link_down,0.76
alarm_00102,2026-05-04 17:57:19,CRITICAL,CA,NOR,PHYSICAL PORT DOWN,2017-12-19 00:06:40,2017-12-19 00:06:40,73409.84416666666,1.0,unknown,unknown,unknown,unknown,NORMAL,link_down,0.76
alarm_00103,2026-05-04 17:57:19,CRITICAL,CA,NOR,PHYSICAL PORT DOWN,2017-12-19 00:06:40,2017-12-19 00:06:40,73409.84416666666,1.0,unknown,unknown,unknown,unknown,NORMAL,link_down,0.76
alarm_00104,2026-05-04 17:57:19,CRITICAL,CA,NOR,PHYSICAL PORT DOWN,2017-12-19 00:06:40,2017-12-19 00:06:40,73409.84416666666,1.0,unknown,unknown,unknown,unknown,NORMAL,link_down,0.76
alarm_00105,2026-05-04 17:57:19,CRITICAL,CA,NOR,PHYSICAL PORT DOWN,2017-12-19 00:06:40,2017-12-19 00:06:40,73409.84416666666,1.0,unknown,unknown,unknown,unknown,NORMAL,link_down,0.76
alarm_00106,2026-05-04 17:57:19,CRITICAL,CA,NOR,PHYSICAL PORT DOWN,2017-12-19 00:06:40,2017-12-19 00:06:40,73409.84416666666,1.0,unknown,unknown,unknown,unknown,NORMAL,link_down,0.76
alarm_00107,2026-05-04 17:57:19,CRITICAL,CA,NOR,PHYSICAL PORT DOWN,2017-12-19 00:06:40,2017-12-19 00:06:40,73409.84416666666,1.0,unknown,unknown,unknown,unknown,NORMAL,link_down,0.76
alarm_00108,2026-05-04 17:57:19,CRITICAL,CA,NOR,PHYSICAL PORT DOWN,2017-12-19 00:06:40,2017-12-19 00:06:40,73409.84416666666,1.0,unknown,unknown,unknown,unknown,NORMAL,link_down,0.76
alarm_00109,2026-05-04 17:57:19,CRITICAL,CA,NOR,PHYSICAL PORT DOWN,2017-12-19 00:06:40,2017-12-19 00:06:40,73409.84416666666,1.0,unknown,unknown,unknown,unknown,NORMAL,link_down,0.76
alarm_00110,2026-05-04 17:57:19,CRITICAL,CA,NOR,PHYSICAL PORT DOWN,2017-12-19 00:06:40,2017-12-19 00:06:40,73409.84416666666,1.0,unknown,unknown,unknown,unknown,NORMAL,link_down,0.76
alarm_00111,2026-05-04 17:57:19,CRITICAL,CA,NOR,PHYSICAL PORT DOWN,2017-12-19 00:06:40,2017-12-19 00:06:40,73409.84416666666,1.0,unknown,unknown,unknown,unknown,NORMAL,link_down,0.76
alarm_00112,2026-05-04 17:57:19,CRITICAL,CA,NOR,PHYSICAL PORT DOWN,2017-12-19 00:06:40,2017-12-19 00:06:40,73409.84416666666,1.0,unknown,unknown,unknown,unknown,NORMAL,link_down,0.76
alarm_00113,2026-05-04 17:57:19,CRITICAL,CA,NOR,PHYSICAL PORT DOWN,2017-12-19 00:06:40,2017-12-19 00:06:40,73409.84416666666,1.0,unknown,unknown,unknown,unknown,NORMAL,link_down,0.76
alarm_00114,2026-05-04 17:57:19,CRITICAL,CA,NOR,PHYSICAL PORT DOWN,2017-12-19 00:06:40,2017-12-19 00:06:40,73409.84416666666,1.0,unknown,unknown,unknown,unknown,NORMAL,link_down,0.76
alarm_00115,2026-05-04 17:57:19,CRITICAL,CA,NOR,PHYSICAL PORT DOWN,2017-12-19 00:06:40,2017-12-19 00:06:40,73409.84416666666,1.0,unknown,unknown,unknown,unknown,NORMAL,link_down,0.76
alarm_00116,2026-05-04 17:57:19,CRITICAL,CA,NOR,PHYSICAL PORT DOWN,2017-12-19 00:06:40,2017-12-19 00:06:40,73409.84416666666,1.0,unknown,unknown,unknown,unknown,NORMAL,link_down,0.76
alarm_00117,2026-05-04 17:57:19,CRITICAL,CA,NOR,PHYSICAL PORT DOWN,2017-12-19 00:06:40,2017-12-19 00:06:40,73409.84416666666,1.0,unknown,unknown,unknown,unknown,NORMAL,link_down,0.76
